timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
31127629934,-2,1,-1,0,2,-2,-3,0
31127630599,-2,-3,-5,-4,-4,-1,7,0
31127630599,-2,2,2,2,3,-4,-7,-3
31127652308,-3,-5,-3,-6,-5,2,5,-2
31127652308,5,1,-2,-3,0,-8,-13,-1
31127653106,-3,2,0,2,-3,1,10,1
31127653106,-1,-1,-3,1,-2,-5,7,-2
31127667309,0,1,-2,-2,-3,-1,-6,-1
31127667309,-6,-2,-1,5,-3,1,-3,-2
31127668131,1,-1,-1,-2,-2,-9,9,-1
31127668131,-3,-2,-1,-4,-4,-1,-8,2
31127690019,0,1,2,3,1,-1,-8,0
31127690019,-2,0,-2,-4,-2,-1,3,-5
31127690569,-3,0,-2,3,5,2,-3,6
31127690569,10,-1,1,0,0,-3,10,-2
31127712429,-3,-2,-2,-2,-2,-3,-2,4
31127712429,2,-1,1,0,2,0,-3,-5
31127713267,-4,-3,-1,0,0,-4,-14,-6
31127713267,-7,-3,-2,-2,-3,0,11,1
31127727378,1,1,-1,0,2,2,2,-2
31127727378,-3,-1,-2,-1,-1,-2,-2,2
31127728118,-2,0,-1,-2,-4,0,-12,-3
31127728118,0,-1,-2,0,-2,2,1,2
31127750146,-2,2,7,3,-1,-3,-10,-2
31127750146,2,0,-1,1,1,-2,1,1
31127750578,-5,-6,0,-5,0,0,-6,-3
31127750578,-4,1,-2,-2,-3,-1,-2,-3
31127772314,-2,-2,-1,-2,-1,-2,2,0
31127772314,-1,-1,2,2,5,2,-1,3
31127773300,-1,-2,-5,-3,-6,-6,-5,-2
31127773300,-2,-1,-2,-2,3,3,-5,-2
31127787362,2,-2,-1,1,-4,3,0,1
31127787362,-2,0,0,1,-4,-5,0,-1
31127788209,6,1,2,4,-2,-2,3,-3
31127788209,-10,-2,1,-2,1,-4,-24,-3
31127810019,8,2,-1,-3,-3,2,49,2
31127810019,2,-2,-3,-3,-2,-2,0,-2
31127810621,-2,0,-2,2,-2,-3,-6,2
31127810621,-1,-1,-3,0,9,3,-11,2
31127832427,-4,1,2,0,-3,-1,-7,-4
31127832427,10,-1,-1,-5,-2,-2,10,8
31127833196,-3,-1,-1,-2,-2,-3,3,-2
31127833196,1,-3,-1,-2,-3,-1,-3,-3
31127847368,-1,-3,-2,-1,-1,-1,-9,-3
31127847368,-3,-2,-2,-5,-1,4,5,1
31127848176,-1,0,1,2,-1,-3,-9,-4
31127848176,-1,1,3,3,-3,-3,-8,-1
31127870067,-3,-3,-9,-3,5,-2,-3,-1
31127870067,-5,-1,1,-1,-2,1,-2,-3
31127870609,-1,0,1,2,1,2,-1,2
31127870609,-5,-6,-2,-6,-2,1,4,-4
31127892490,2,2,2,4,-1,0,-6,1
31127892490,-3,-2,0,-6,-2,-3,-13,-4
31127893165,-1,-1,-1,-2,2,0,28,2
31127893165,-3,0,-1,-1,-4,1,15,-2
