Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
706,20.9375,128.688,-90.8125,0.101442959,-0.012954388,-0.049276531,,,
707,43.625,148.188,-107.562,0.100247143,0.004982459,-0.032684898,,,
708,42.4375,160.625,-102.375,0.093620408,0.015794388,-0.011808469,,,
709,42.1875,177.188,-100.562,0.094816224,0.021324898,0.012207041,,,
710,56.5625,199.125,-107.5,0.093122245,0.026407041,0.022022449,,,
711,83.125,218.375,-104.812,0.077228163,0.027752347,0.030891224,,,
712,99.375,232.312,-95.5625,0.06362602,0.037767041,0.04274949,,,
713,84.75,244,-88.5625,0.062978367,0.043397245,0.051867449,,,
714,85.1875,254.75,-93.25,0.056999388,0.044294082,0.061932041,,,
715,89.0625,258.625,-94.5,0.038813367,0.037119388,0.065021122,,,
716,101.5,255.875,-94.6875,0.027752347,0.046287041,0.070153061,,,
717,88.1875,244.75,-110.812,0.016691224,0.050073776,0.079619694,,,
718,71.25,237.312,-115.312,0.019132653,0.052066735,0.090730612,,,
719,41.0625,220.688,-129.25,0.015595102,0.043247755,0.096211327,,,
720,23.625,223.062,-150.938,0.018584592,0.031588776,0.095364286,,,
721,33.75,217.875,-182.688,-0.004135439,0.037567755,0.096211327,,,
722,27.375,188.188,-205.25,-0.032037245,0.048877959,0.094467449,,,
723,-9.0625,175.688,-207.5,-0.018833673,0.035674388,0.098403571,,,
724,8.5625,191.312,-214,-0.012306633,0.037169184,0.098951735,,,
725,22.625,193.125,-225.812,-0.038115816,0.047831633,0.095762959,,,
726,-5.1875,173.062,-230.188,-0.059241429,0.047433061,0.091428163,,,
727,-23.4375,162.5,-224.625,-0.053760714,0.050472347,0.09217551,,,
728,-20.25,170.938,-231.625,-0.051917245,0.048230204,0.092374796,,,
729,-19.4375,163.312,-237.875,-0.065469592,0.047781837,0.085200102,,,
730,-30.625,151.125,-235.125,-0.069007143,0.03408,0.077427449,,,
731,-25.1875,145.125,-225.438,-0.066864592,0.028948061,0.070202857,,,
732,-43.625,146.812,-214.062,-0.072096224,0.031140408,0.064672347,,,
733,-79.75,137.5,-204.75,-0.075085714,0.010961429,0.048529184,,,
734,-65.125,131.125,-201.375,-0.078324286,-0.002441408,0.04942602,,,
735,-53.5,140.25,-198.375,-0.101442959,-0.002541051,0.046635816,,,
736,-72.3125,150.688,-187.312,-0.118333673,-0.002242112,0.038763571,,,
737,-110.562,155.25,-174.312,-0.124711224,-0.021823163,0.028300408,,,
738,-88.8125,150,-158.688,-0.128596939,-0.048379694,0.03806602,,,
739,-22.6875,148.875,-140.812,-0.121273469,-0.053710918,0.050920714,,,
740,20.125,143.312,-126.938,-0.116738776,-0.04005898,0.046187449,,,
741,14.125,132.312,-119.188,-0.11384898,-0.032734796,0.038863163,,,
742,14.5625,115.938,-107.875,-0.108169388,-0.046037959,0.04673551,,,
743,45.625,104.812,-97.875,-0.103933673,-0.044991633,0.047283571,,,
744,70.375,92.75,-93.5,-0.104830612,-0.032983878,0.042649898,,,
745,66.5,83.4375,-91.75,-0.102488776,-0.026108061,0.042998673,,,
746,72.9375,75.1875,-86.5,-0.101393061,-0.03253551,0.040507449,,,
747,86.375,68.4375,-81.8125,-0.101393061,-0.028898265,0.03990949,,,
748,93.375,63.1875,-76.75,-0.100346735,-0.020079286,0.037966327,,,
749,82,56.25,-69.9375,-0.100296939,-0.015943878,0.036322143,,,
750,78.4375,51.6875,-63.4375,-0.09631102,-0.01818602,0.038265306,,,
751,84.375,46.625,-53.5,-0.093919388,-0.014299694,0.037119388,,,
752,79.1875,40.0625,-42.1875,-0.094218367,-0.010413367,0.037318673,,,
753,75.75,32.9375,-28.8125,-0.090481531,-0.012605612,0.038265306,,,
754,77.5625,24.125,-12.5625,-0.086744694,-0.010363469,0.038414796,,,
755,70.125,15.5,2.9375,-0.081861837,-0.011011224,0.037268776,,,
756,67.1875,7.8125,19.0625,-0.079769184,-0.014947347,0.036073061,,,
757,68.0625,0.3125,34.4375,-0.079569898,-0.015296122,0.033930612,,,
758,60.9375,-5.875,47.5625,-0.082011327,-0.014797959,0.031987449,,,
759,48.6875,-10.9375,59.5,-0.085449184,-0.01818602,0.031090612,,,
760,40.125,-15.25,70.75,-0.09217551,-0.02102602,0.030592347,,,
761,27.8125,-19.625,79.75,-0.098104694,-0.024214796,0.027951633,,,
762,16.8125,-24.6875,89.6875,-0.097755918,-0.030393061,0.027602857,,,
763,13.125,-28.9375,98.4375,-0.097706122,-0.034129898,0.027154388,,,
764,10.75,-33.125,104.812,-0.104980612,-0.031439286,0.025111633,,,
765,3.4375,-35.875,107.562,-0.110810204,-0.030143878,0.022620408,,,
766,1.75,-38.9375,109.125,-0.110212245,-0.034428776,0.02286949,,,
767,15.4375,-45.375,110.312,-0.108667347,-0.037418265,0.023616837,,,
768,34.875,-51.125,108.625,-0.110062245,-0.033880714,0.024912347,,,
769,43.9375,-49.5,102.688,-0.112653061,-0.024812653,0.030990918,,,
770,47.4375,-46.125,96.5,-0.11394898,-0.004932633,0.03537551,,,
771,33.625,-39.1875,82.5,-0.118432653,0.000996492,0.031140408,,,
772,18.625,-35.3125,70.1875,-0.114845918,-0.003089122,0.03408,,,
773,23.6875,-33.3125,64.5,-0.104781633,-0.005580357,0.036720714,,,
774,33.3125,-30.625,62.3125,-0.094218367,-0.002042806,0.036023163,,,
